state_l,state_s,city,metro,rank,workers,industry,url,website,id,leadership,founded,company
California,CA,San Francisco,San Francisco,1,58,Software,skillz,http://skillz.com,70866,Andrew Paradise,2012-01-01,Skillz
Texas,TX,Fort Worth,Dallas,2,85,Energy,envirosolar-power,http://envirosolarpower.com,70871,Abraham Issa,2012-01-01,EnviroSolar Power
California,CA,San Francisco,San Francisco,3,75,Consumer Products & Services,gametime,http://gametime.co,70876,Brad Griffith,2013-01-01,Gametime
California,CA,Costa Mesa,Los Angeles,4,55,Consumer Products & Services,club-pilates-franchise,http://clubpilates.com,70881,Anthony Geisler,2007-01-01,Club Pilates Franchise
California,CA,Los Angeles,Los Angeles,5,10,Food & Beverage,halo-top-creamery,http://halotop.com,70886,Justin Woolverton,2012-01-01,Halo Top Creamery
Ohio,OH,Columbus,"Columbus, OH",6,15,Financial Services,small-business-owners-of-america,http://sbooa.com,42948,James Moore,2011-01-01,Small Business Owners of America
New York,NY,New York City,New York City,7,102,Software,automotivemastermind,http://automotivemastermind.com,70891,Marco Schnabl,2012-01-01,AutomotiveMastermind
California,CA,Palo Alto,San Jose,8,85,Advertising & Marketing,liftoff,http://liftoff.io,68611,Mark Ellis,2012-01-01,Liftoff
California,CA,Los Angeles,Los Angeles,9,150,Energy,greenspire,http://greenspirehome.com,42999,David Murray,2012-01-01,Greenspire
Michigan,MI,Grand Rapids,"Grand Rapids-Wyoming, MI",10,43,Financial Services,formulafolio-investments,http://formulafolios.com,37197,Jason Wenk,2011-01-01,FormulaFolio Investments
New Jersey,NJ,Newark,New York City,11,30,Food & Beverage,single-serve-beverage-distribution,ssbdistribution.com,70896,Shlomo Birnbaum,2012-01-01,Single Serve Beverage Distribution
California,CA,Goleta,"Santa Maria-Santa Barbara, CA",12,23,Logistics & Transportation,shiphawk,shiphawk.com,70901,Jeremy Bodenhamer,2012-01-01,ShipHawk
Florida,FL,Lakewood Ranch,"North Port-Sarasota-Bradenton, FL",13,26,Health,adva-net,adva-net.com,70906,Kenneth Hannigan,2012-01-01,Adva-Net
New York,NY,New York City,New York City,14,28,Advertising & Marketing,dashbid,dashbid.com,70911,Rodger Wells,2010-01-01,DashBid
Massachusetts,MA,Boston,Boston,15,60,Financial Services,forward-financing,forwardfinancing.com,68131,Justin Bakes,2012-01-01,Forward Financing
Florida,FL,Pompano Beach,Miami,16,22,Health,solera-specialty-pharmacy,solerarx.com,70916,Nicholas Saraniti,2012-01-01,Solera Specialty Pharmacy
Illinois,IL,Chicago,Chicago,17,100,Advertising & Marketing,strike-social,http://strikesocial.com,70921,Patrick McKenna,2013-01-01,Strike Social
Illinois,IL,Chicago,Chicago,18,116,Retail,reverbcom,reverb.com,70926,David Kalt,2012-01-01,Reverb.com
Ohio,OH,Medina,Cleveland,19,6,Insurance,excel-impact,http://excelimpact.com,69211,Alex Matseikovich,2013-01-01,Excel Impact
Virginia,VA,Vienna,"Washington, DC",20,10,Government Services,dgc-international,dgci.com,70931,Mustafa Zamani,2010-01-01,DGC International
Georgia,GA,Atlanta,Atlanta,21,14,Logistics & Transportation,shofur,shofur.com,70936,Armir Harris,2013-01-01,Shofur
Illinois,IL,Chicago,Chicago,22,140,Business Products & Services,growthplay,growthplay.com,70941,Dan Weinfurter,2013-01-01,GrowthPlay
California,CA,Visalia,"Visalia-Porterville, CA",23,59,Energy,calcom-solar,calcomsolar.com,42942,Dylan Dupre,2012-01-01,CalCom Solar
Utah,UT,Provo,"Provo-Orem, UT",24,476,Energy,ion-solar,ionsolar.com,69121,Matt Rasmussen,2013-01-01,ION Solar
Florida,FL,St. Petersburg,Tampa,25,49,Media,the-penny-hoarder,thepennyhoarder.com,42966,Kyle Taylor,2010-01-01,The Penny Hoarder
California,CA,Sunnyvale,San Jose,26,174,Media,matterport,http://matterport.com,70946,Bill Brown,2011-01-01,Matterport
Utah,UT,Washington,"St. George, UT",27,102,Energy,legend-solar,legendsolar.com,42963,Jed Alldredge,2011-01-01,Legend Solar
Maine,ME,Brunswick,"Portland-South Portland, ME",28,338,Business Products & Services,savilinx,savilinx.com,70951,Heather Blease,2013-01-01,SaviLinx
Virginia,VA,Woodbridge,"Washington, DC",29,12,Government Services,techanax,techanax.com,70956,Byron Athan,2012-01-01,TechAnax
Texas,TX,Plano,Dallas,30,400,IT Services,spar-information-systems,http://sparinfosys.com,67531,"Nagarjun G, Pankaj Midha",2012-01-01,Spar Information Systems
California,CA,San Diego,San Diego,31,12,Real Estate,big-block-realty,bigblockrealty.com,42960,Sam Khorramian,2012-01-01,Big Block Realty
California,CA,Carlsbad,San Diego,32,69,Business Products & Services,relationedge,relationedge.com,70961,Matthew Stoyka,2013-01-01,RelationEdge
Massachusetts,MA,Boston,Boston,33,32,Business Products & Services,globalization-partners,http://globalization-partners.com,42943,Nicole Sahin,2012-01-01,Globalization Partners
Arizona,AZ,Tempe,Phoenix,34,1069,Retail,carvana,carvana.com,70966,Ernie Garcia,2013-01-01,Carvana
Tennessee,TN,Franklin,Nashville,35,60,Health,axe-wellness,draxe.com,43047,Josh Axe,2009-01-01,Axe Wellness
Virginia,VA,Springfield,"Washington, DC",36,150,Government Services,interactive-government-holdings,interactivegov.com,42980,Mike Sanders,2006-01-01,Interactive Government Holdings
Massachusetts,MA,Boston,Boston,37,250,Human Resources,bay-state-search,baystatesearch.com,70971,Ryan Murphy,2013-01-01,Bay State Search
Virginia,VA,Fairfax,"Washington, DC",38,68,Government Services,enhanced-veterans-solutions,enhancedvets.com,43677,Mark Whitty,2007-01-01,Enhanced Veterans Solutions
Illinois,IL,Naperville,Chicago,39,130,Software,dealer-inspire,dealerinspire.com,70976,Joseph Chura,2012-01-01,Dealer Inspire
Hawaii,HI,Honolulu,"Urban Honolulu, HI",40,98,Government Services,na-alii-consulting-and-sales,na-alii.com,36720,Cariann Ah Loo,2003-01-01,Na Ali'i Consulting and Sales
New Jersey,NJ,West New York,New York City,41,15,Food & Beverage,dyla,http://fortocoffee.com,70981,Neel Premkumar,2012-01-01,Dyla
Vermont,VT,South Burlington,"Burlington-South Burlington, VT",42,10,Construction,blackrock-construction-vt,http://blackrockus.com,70986,"Adam Hergenrother, Tom Hergenrother, Jr. ",2012-01-01,BlackRock Construction
New York,NY,New York City,New York City,43,175,Consumer Products & Services,mmlafleur,mmlafleur.com,70991,Sarah Lafleur,2013-01-01,MM.LaFleur
Missouri,MO,Kansas City,"Kansas City, MO-KS",44,16,Business Products & Services,lever1,http://lever1.com,70996,Greg Gragg,2012-01-01,Lever1
California,CA,Santa Barbara,"Santa Maria-Santa Barbara, CA",45,59,Consumer Products & Services,trackr,http://thetrackr.com,36746,"Chris Herbert, Christian Johan Smith",2009-01-01,TrackR
Virginia,VA,Arlington,"Washington, DC",46,120,IT Services,bytecubed,bytecubed.com,42985,Ahmad Ishaq,2011-01-01,ByteCubed
Illinois,IL,Chicago,Chicago,47,468,Financial Services,avant,avant.com,71001,Al Goldstein,2012-01-01,Avant
New York,NY,College Point,New York City,48,20,Consumer Products & Services,ibenzer,ibenzer.com,71006,Leon Yu,2012-01-01,iBenzer
Michigan,MI,Ada,"Grand Rapids-Wyoming, MI",49,6,Advertising & Marketing,boost-marketing-group,boostgr.com,43053,Steven Eilers,2012-01-01,Boost Marketing Group
Virginia,VA,Leesburg,"Washington, DC",50,12,Government Services,fedbiz-it-solutions,fedbizit.com,42947,Adelina Tiaga,2011-01-01,FedBiz IT Solutions
Oregon,OR,Redmond,"Bend-Redmond, OR",51,160,Manufacturing,basx-solutions,basxsolutions.com,71011,Matt Tobolski,2012-01-01,BASX Solutions
Texas,TX,Houston,Houston,52,37,Energy,discount-power-texas,discountpowertx.com,43005,Neville Ravji,2009-01-01,Discount Power Texas
Arkansas,AR,Fayetteville,"Fayetteville-Springdale-Rogers, AR-MO",53,100,Retail,lauren-james-enterprises,laurenjames.com,71016,Lauren Stokes,2013-01-01,Lauren James Enterprises
Utah,UT,Lehi,"Provo-Orem, UT",54,385,Business Products & Services,boomsourcing,boomsourcing.com,43398,Jacob Munns,2007-01-01,Boomsourcing
Wisconsin,WI,Madison,"Madison, WI",55,37,Software,clearview,clearviewaudit.com,71021,Brad Hollister,2013-01-01,ClearView
California,CA,San Francisco,San Francisco,56,165,Advertising & Marketing,samba-tv,samba.tv,71026,Ashwin Navin,2008-01-01,Samba TV
Georgia,GA,Atlanta,Atlanta,57,38,Business Products & Services,thought-logic-consulting,thought-logic.com,71031,Keith Roberts,2013-01-01,Thought Logic Consulting
New York,NY,New York City,New York City,58,30,Food & Beverage,chefs-cut-real-jerky,chefscutrealjerky.com,42997,Bart Silvestro,2009-01-01,Chef's Cut Real Jerky
California,CA,San Francisco,San Francisco,59,89,Business Products & Services,infoscout,infoscoutinc.com,43009,Jared Schrieber,2011-01-01,InfoScout
Missouri,MO,Independence,"Kansas City, MO-KS",60,34,Health,infusion-express,infusionexpress.com,71036,Don Peterson,2013-01-01,Infusion Express
Arkansas,AR,Fayetteville,"Fayetteville-Springdale-Rogers, AR-MO",61,19,Business Products & Services,givingtons,givingtons.com,71041,Thomas Addington,2012-01-01,Givington's
Massachusetts,MA,Needham,Boston,62,39,Software,allego,allego.com,71046,Yuchun Lee,2013-01-01,Allego
Florida,FL,Orlando,"Orlando, FL",63,15,Travel & Hospitality,the-air-travel-group,theairtravelgroup.com,71051,Eric Peterson,2013-01-01,The Air Travel Group
Virginia,VA,Arlington,"Washington, DC",64,49,Government Services,associated-veterans,associatedveterans.com,71056,Antonio Moscatelli,2007-01-01,Associated Veterans
Pennsylvania,PA,Pittsburgh,"Pittsburgh, PA",65,80,Health,pantherx-specialty-pharmacy,pantherspecialty.com,42946,Dr. Gordon Vanscoy,2011-01-01,PANTHERx Specialty Pharmacy
California,CA,Santa Monica,Los Angeles,66,88,Advertising & Marketing,gimbal,gimbal.com,71061,Rob Emrich,2012-01-01,Gimbal
New Jersey,NJ,Metuchen,New York City,67,396,Energy,momentum-solar,http://momentumsolar.com,43464,Arthur Souritzidis,2009-01-01,Momentum Solar
Colorado,CO,Edwards,"Edwards, CO",68,250,Logistics & Transportation,symbia-logistics,symbia.com,71066,Megan Smith,2007-01-01,Symbia Logistics
Minnesota,MN,Maple Grove,Minneapolis,69,81,Health,inspire-medical-systems,inspiresleep.com,42967,Timothy Herbert,2007-01-01,Inspire Medical Systems
Maryland,MD,Baltimore,Baltimore,70,88,Government Services,rightdirection-technology-solutions,rightdirectiontech.com,71071,Joey Hutchins,2007-01-01,RightDirection Technology Solutions
Pennsylvania,PA,Pittsburgh,"Pittsburgh, PA",71,38,Logistics & Transportation,tfm-truckload,targetfmi.com,43007,Michael Wagner,2011-01-01,TFM Truckload
Texas,TX,Addison,Dallas,72,150,Real Estate,s2-capital,s2cp.com,42951,Scott Everett,2012-01-01,S2 Capital
Georgia,GA,Lawrenceville,Atlanta,73,20,Energy,greentek-energy-systems,greentekenergysystems.com,71076,Nazir Molu,2011-01-01,Greentek Energy Systems
Colorado,CO,Denver,Denver,74,16,Human Resources,oakwood-search,http://oakwoodsearch.com,71081,Jake Norris,2012-01-01,Oakwood Search
New York,NY,Pleasantville,New York City,75,22,Construction,county-fabricators,countyfabricators.com,71086,Kristina Benza,2004-01-01,County Fabricators
California,CA,Glendale,Los Angeles,76,147,Software,servicetitan,servicetitan.com,71091,Ara Mahdessian,2013-01-01,ServiceTitan
California,CA,Irvine,Los Angeles,77,22,IT Services,agema-technology,agematech.com,71096,Jeffery Thompson,2012-01-01,Agema Technology
Texas,TX,Keller,Dallas,78,67,Education,linux-academy,linuxacademy.com,71101,Anthony James,2012-01-01,Linux Academy
Florida,FL,Ponte Vedra,"Jacksonville, FL",79,2,Consumer Products & Services,e-filecom,http://e-file.com,71106,Aaron Rosenthal,2011-01-01,E-file.com
New York,NY,Brooklyn,New York City,80,11,Retail,the-elephant-pants,theelephantpants.com,71111,Nathan Coleman,2012-01-01,The Elephant Pants
Oregon,OR,Portland,"Portland, OR",81,5,Food & Beverage,brazi-bites,http://brazibites.com,71116,Junea Rocha,2010-01-01,Brazi Bites
Texas,TX,Irving,Dallas,82,50,Financial Services,anovia-payments,home.anoviapayments.com,71121,Kevin Jones,2013-01-01,Anovia Payments
California,CA,San Diego,San Diego,83,24,Financial Services,griffin-funding,griffinhomeloans.com,68031,William Lyons,2013-01-01,Griffin Funding
New Jersey,NJ,Egg Harbor Township,"Atlantic City-Hammonton, NJ",84,20,Energy,sun-up-zero-down,sunupzerodown.com,71126,David Phillips,2013-01-01,Sun Up Zero Down
Georgia,GA,Savannah,"Savannah, GA",85,147,Retail,nine-line-apparel,ninelineapparel.com,42965,Tyler Merritt,2012-01-01,Nine Line Apparel
District of Columbia,DC,Washington,"Washington, DC",86,75,IT Services,a-prentice-ray-associates,aprapros.com,71131,Angela Prentice,2005-01-01,A. Prentice Ray & Associates
Arizona,AZ,Tempe,Phoenix,87,35,Logistics & Transportation,trinity-air-medical,trinityairmedical.com,68021,Seth Bacon,2012-01-01,Trinity Air Medical
California,CA,Los Gatos,San Jose,88,11,Media,lexicon-health,lexicondmg.com,43046,Chris Clark,2012-01-01,Lexicon Health
Utah,UT,Salt Lake City,Salt Lake City,89,4,Business Products & Services,american-business-brokers,americanbizbrokers.com,71136,Joshua Lindsey,2011-01-01,American Business Brokers
Florida,FL,Lakeland,"Lakeland-Winter Haven, FL",90,150,Government Services,draken-international,drakenintl.com,71141,Jared Isaacman,2011-01-01,Draken International
Florida,FL,Doral,Miami,91,65,Retail,shapes-secrets,shapessecrets.com,71146,Raul Sanchez Morales,2013-01-01,Shapes Secrets
Texas,TX,Austin,Austin,92,58,Government Services,mks2,mks2.com,71151,Brendan Mullen,2008-01-01,MKS2
Illinois,IL,Chicago,Chicago,93,7,Construction,hotel-rehabs,hotelrehabs.com,71156,Chris Winterhalter,2010-01-01,Hotel Rehabs
Illinois,IL,Chicago,Chicago,94,34,Real Estate,level-office,leveloffice.com,71161,William Bennett,2013-01-01,Level Office
California,CA,Los Angeles,Los Angeles,95,11,Advertising & Marketing,idea-farmer,idea-farmer.com,71166,Joshua Beane,2011-01-01,Idea Farmer
North Carolina,NC,Mooresville,Charlotte,96,109,Construction,power-home-solar,powerhome.com,71171,Jayson Waller,2013-01-01,POWER HOME SOLAR
District of Columbia,DC,Washington,"Washington, DC",97,21,Advertising & Marketing,harbinger,http://teamharbinger.com,71176,"Matt Hall, Chad VonLuehrte",2013-01-01,Harbinger
Hawaii,HI,Honolulu,"Urban Honolulu, HI",98,30,Construction,regal-service-company,regalservicecompany.com,71181,Christopher Caliedo,1975-01-01,Regal Service Company
New York,NY,New York City,New York City,99,75,Retail,swell,swellbottle.com,71186,Sarah Kauss,2010-01-01,S'well
California,CA,West Hollywood,Los Angeles,100,73,Consumer Products & Services,fabfitfun,http://fabfitfun.com,71191,Daniel Broukhim,2010-01-01,FabFitFun
Utah,UT,Salt Lake City,Salt Lake City,100,26,Business Products & Services,signscom,signs.com,67451,Nelson James,2012-01-01,Signs.com
Virginia,VA,Manassas,"Washington, DC",101,12,Government Services,ecology-mir-group,ecomirgroup.com,43002,Adham Yusupov,2012-01-01,Ecology Mir Group
California,CA,Redwood City,San Francisco,102,304,Software,gainsight,gainsight.com,36669,Nick Mehta,2009-01-01,Gainsight
Georgia,GA,Atlanta,Atlanta,103,370,IT Services,digital-enterprise,digitalenterprise.io,43238,Cambyses Khadem,2007-01-01,Digital Enterprise
Washington,WA,Redmond,Seattle,104,70,IT Services,lenora-systems,lenorasystems.com,71196,Vamshi Reddy Kancharakuntla,2012-01-01,Lenora Systems
Nevada,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",106,35,Government Services,blue-air-training,blueairtraining.com,71201,James Barlow,2011-01-01,Blue Air Training
California,CA,San Francisco,San Francisco,107,4,IT Services,kaizen-technology-partners,kaizentechpartners.com,71206,Dao Jensen,2013-01-01,Kaizen Technology Partners
Georgia,GA,Atlanta,Atlanta,108,82,Software,qasymphony,qasymphony.com,71211,Dave Keil,2011-01-01,QASymphony
Virginia,VA,McLean,"Washington, DC",109,43,Government Services,inoventures,inoventures.com,43022,Meena Krishnan,2008-01-01,Inoventures
California,CA,Santa Monica,Los Angeles,110,56,Advertising & Marketing,hawke-media,hawkemedia.com,68991,Erik Huberman,2013-01-01,Hawke Media
Illinois,IL,Chicago,Chicago,111,37,Energy,eligo-energy,eligoenergy.com,71216,Alexander Goldstein,2012-01-01,Eligo Energy
California,CA,Los Angeles,Los Angeles,112,56,Consumer Products & Services,omaze,omaze.com,71221,Matthew Pohlson,2012-01-01,Omaze
Colorado,CO,Denver,Denver,113,37,Advertising & Marketing,choozle,choozle.com,44722,Andrew Fischer,2012-01-01,Choozle
Tennessee,TN,Brentwood,Nashville,114,54,Media,pop-culture-media,popculture.com,71226,Sam Savage,2013-01-01,Pop Culture Media
Missouri,MO,Saint Peters,"St. Louis, MO-IL",115,14,Retail,tactical-shit,http://shop.tacticalshit.com,71231,TJ Kirgin,2010-01-01,Tactical Shit
Ohio,OH,Loveland,Cincinnati,116,3,Health,mts-nutrition,mtsnutrition.com,71236,Marc Lobliner,2011-01-01,MTS Nutrition
Ohio,OH,Columbus,"Columbus, OH",117,30,Logistics & Transportation,vantage-point-logistics,http://vantagepointlogistics.com,71241,"Eric McGlade, Scott Crow",2011-01-01,Vantage Point Logistics
Kentucky,KY,Louisville,"Louisville/Jefferson County, KY-IN",118,5,Health,pakmed,pakmedllc.com,71246,Bernie Perconti,2012-01-01,PAKmed
California,CA,Westlake Village,Los Angeles,119,9,Education,brand-tm,strategicedgeprofits.com,71251,LF Vargas,2011-01-01,Brand TM
New York,NY,New York City,New York City,120,32,Business Products & Services,bionic-solution,bionicsolution.com,71256,David Kidder,2013-01-01,Bionic Solution
New York,NY,Bay Shore,New York City,121,206,Logistics & Transportation,ruby-has-fulfillment,rubyhas.com,43156,Rafael Zakinov,2011-01-01,Ruby Has Fulfillment
Georgia,GA,Atlanta,Atlanta,122,30,Financial Services,peachcap,http://peachcap.com,71261,David Miller,2011-01-01,PeachCap
Texas,TX,Austin,Austin,123,14,Advertising & Marketing,double-a,http://doubleaevents.com,43148,Amber Allen,2012-01-01,Double A
Mississippi,MS,Flowood,"Jackson, MS",124,10,Health,infusion-plus,,71266,Trey Biggs,2013-01-01,Infusion Plus
California,CA,Irvine,Los Angeles,125,18,IT Services,sturdy,sturdy.cloud,71271,Tolga Tarhan,2012-01-01,Sturdy
Florida,FL,Boca Raton,Miami,126,5,Advertising & Marketing,exact-match-media,exactmatchmedia.com,71276,Adam Riff,2013-01-01,Exact Match Media
California,CA,Santa Clara,San Jose,127,170,IT Services,qubole,qubole.com,71281,Ashish Thusoo,2011-01-01,Qubole
Virginia,VA,Stafford,"Washington, DC",128,151,Government Services,x-corp-solutions,xcorpsolutions.com,71286,Cesar Nader,2011-01-01,X Corp Solutions
California,CA,Aliso Viejo,Los Angeles,129,124,Real Estate,nelson-brothers,nelson-brothers.com,71291,Patrick Nelson,2007-01-01,Nelson Brothers
Delaware,DE,Wilmington,Philadelphia,130,35,Construction,homestar-remodeling,http://homestarremodeling.com,70691,Anton Ladden,2013-01-01,HomeStar Remodeling
Ohio,OH,Columbus,"Columbus, OH",131,17,Manufacturing,fab-glass-and-mirror,fabglassandmirror.com,43087,Ahmed Mady,2012-01-01,Fab Glass and Mirror
Pennsylvania,PA,Schnecksville,"Allentown-Bethlehem-Easton, PA-NJ",132,19,Business Products & Services,azzur-labs,azzur.com/labs,68311,Kym Faylor,2012-01-01,Azzur Labs
Illinois,IL,Batavia,Chicago,133,18,Food & Beverage,factor-75,factor75.com,71296,Nick Wernimont,2013-01-01,Factor 75
California,CA,Irvine,Los Angeles,134,89,Health,prescribewellness,prescribewellness.com,36751,Al Babbington,2010-01-01,PrescribeWellness
California,CA,Anaheim,Los Angeles,135,55,Retail,iheartdogscom-homelife-media,iheartdogs.com,71301,Justin Palmer,2013-01-01,iHeartDogs.com / HomeLife Media
California,CA,Sherman Oaks,Los Angeles,136,6,Food & Beverage,jcs,ilovejc.com,71306,Jennifer Constantine,2013-01-01,JC's
Maryland,MD,Lanham,"Washington, DC",137,42,Government Services,the-bizzell-group,thebizzellgroup.com,71311,Anton Bizzell,2010-01-01,The Bizzell Group
Tennessee,TN,Memphis,"Memphis, TN-MS-AR",138,1217,Logistics & Transportation,moore-advanced,mooreadvanced.info,71316,David Moore,2013-01-01,Moore Advanced
Alabama,AL,Danville,"Decatur, AL",139,20,Energy,sparks-energy,sparksinc.com,71321,Magen Sparks,2013-01-01,Sparks Energy
California,CA,Stevenson Ranch,Los Angeles,140,90,IT Services,agilisium-consulting,agilisium.com,71326,Raj Babu,2013-01-01,Agilisium Consulting
Florida,FL,Deerfield Beach,Miami,141,105,Advertising & Marketing,solomon-and-associates,solarmediateam.com,43016,Gabriel Solomon,2012-01-01,Solomon and Associates
Florida,FL,Winter Park,"Orlando, FL",142,51,IT Services,valintry,valintry.com,71331,Daryl Dixon,2013-01-01,VALiNTRY
District of Columbia,DC,Washington,"Washington, DC",143,280,Human Resources,talex,http://teamtalex.com,71336,Amrita Grewal,2012-01-01,TalEx
California,CA,San Diego,San Diego,144,17,Energy,mcb-lighting-electrical,http://mcblightingandelectrical.net,71341,Charles Baker,2000-01-01,MCB Lighting & Electrical
Utah,UT,Lindon,"Provo-Orem, UT",145,50,Advertising & Marketing,disruptive-advertising,disruptiveadvertising.com,71346,Jacob Baadsgaard,2012-01-01,Disruptive Advertising
Pennsylvania,PA,Southampton,Philadelphia,146,79,Financial Services,fast-capital-360,fastcapital360.com,71351,Barbara Weidner,2009-01-01,Fast Capital 360
Illinois,IL,Northbrook,Chicago,147,6,Real Estate,mz-capital-partners,mzcapitalpartners.com,71356,Michael Zaransky,2005-01-01,MZ Capital Partners
Florida,FL,Miami,Miami,148,35,Insurance,healthcarecom,healthcare.com,43227,Howard Yeh,2007-01-01,HealthCare.com
Texas,TX,Plano,Dallas,149,26,Business Products & Services,newline-interactive,newline-interactive.com,71361,Kevin Wang,2012-01-01,Newline Interactive
Texas,TX,Houston,Houston,150,3,Retail,active-faith-sports,activefaithsports.com,71366,Lanny Smith,2012-01-01,Active Faith Sports
Illinois,IL,Chicago,Chicago,151,110,Software,talent-rover,http://talentrover.com,71371,Brandon Metcalf,2011-01-01,Talent Rover
California,CA,Pasadena,Los Angeles,152,20,Retail,banish,banishacnescars.com,71376,Daisy Jing,2013-01-01,Banish
California,CA,Redwood City,San Francisco,153,180,Software,reltio,reltio.com,71381,Manish Sood,2011-01-01,Reltio
Pennsylvania,PA,Reading,"Reading, PA",154,54,Insurance,national-brokers-of-america,nboainc.com,71386,Alan Redmond,2013-01-01,National Brokers of America
California,CA,Solana Beach,San Diego,155,21,Health,scientistcom,http://scientist.com,69341,Kevin Lustig,2007-01-01,Scientist.com
Florida,FL,Sarasota,"North Port-Sarasota-Bradenton, FL",156,12,Health,fyzical-sarasota,http://www.fyzical.com,79146,,0000-00-00,"FYZICAL Therapy & Balance Centers (Sarasota, FL)"
Oklahoma,OK,Tulsa,"Tulsa, OK",157,9,Construction,oklahoma-led,oklahomaled.com,71396,Josef Schrader,2011-01-01,Oklahoma LED
District of Columbia,DC,Washington,"Washington, DC",158,77,Government Services,rwd-consulting,rwdconsultingllc.com,71401,"Robert Dozier, Jr",2007-01-01,RWD Consulting
Virginia,VA,McLean,"Washington, DC",159,58,Business Products & Services,dayblink-consulting,dayblink.com,68701,Michael Wong,2013-01-01,DayBlink Consulting
Kansas,KS,Wichita,"Wichita, KS",160,2400,Human Resources,elite-staffing-solutions,wichitastaffing.com,71406,Chris Rickerson,2013-01-01,Elite Staffing Solutions
Washington,WA,Bellevue,Seattle,161,543,Business Products & Services,blueprint-consulting-services,bpcs.com,36902,Ryan Neal,2005-01-01,Blueprint Consulting Services
North Carolina,NC,Asheville,"Asheville, NC",162,111,Health,avadim-technologies,avadimtechnologies.com,43127,Stephen Woody,2007-01-01,Avadim Technologies
New York,NY,New York City,New York City,163,110,Advertising & Marketing,triplelift,triplelift.com,71411,Eric Berry,2012-01-01,TripleLift
Missouri,MO,Ellisville,"St. Louis, MO-IL",164,6,Construction,wildwood-roofing-construction,wildwoodroof.com,71416,Jared Ball,2013-01-01,Wildwood Roofing & Construction
Ohio,OH,Dublin,"Columbus, OH",165,35,Consumer Products & Services,idea-buyer,ideabuyer.com,43097,Eric Corl,2007-01-01,Idea Buyer
Illinois,IL,Oak Brook,Chicago,166,18,Human Resources,the-steely-group,thesteelygroup.com,71421,Julie Heneghan,2013-01-01,The Steely Group
New York,NY,New York City,New York City,167,58,Consumer Products & Services,zeel,http://zeel.com,71426,Samer Hamadeh,2012-01-01,Zeel
Michigan,MI,Grand Rapids,"Grand Rapids-Wyoming, MI",168,21,Logistics & Transportation,fifth-wheel-freight,fifthwheelfreight.com,71431,Brian Bennett,2012-01-01,Fifth Wheel Freight
Colorado,CO,Englewood,Denver,169,24,Security,directdefense,directdefense.com,43201,Jim Broome,2011-01-01,DirectDefense
California,CA,City of Industry,Los Angeles,170,149,Retail,yamibuy,yamibuy.com,71436,Alex Zhou,2013-01-01,Yamibuy
Texas,TX,Dallas,Dallas,171,3840,Travel & Hospitality,arcis-golf,arcisgolf.com,71441,Blake Walker,2013-01-01,Arcis Golf
Ohio,OH,Cuyahoga Falls,"Akron, OH",172,5,Consumer Products & Services,fuse-chicken,fusechicken.com,71446,Jon Fawcett,2012-01-01,Fuse Chicken
North Carolina,NC,Durham,"Durham-Chapel Hill, NC",173,54,Advertising & Marketing,adwerx,adwerx.com,71451,Jed Carlson,2013-01-01,Adwerx
Delaware,DE,Wilmington,Philadelphia,174,9,Business Products & Services,empire-flippers,empireflippers.com,43071,Justin Cooke,2012-01-01,Empire Flippers
Texas,TX,Houston,Houston,175,60,Logistics & Transportation,tejas-courier,tejascourier.com,71456,Mark Vargas,2011-01-01,Tejas Courier
Texas,TX,Plano,Dallas,176,192,Software,alkami-technology,http://alkami.com,71461,Mike Hansen,2009-01-01,Alkami Technology
Michigan,MI,Ottawa Lake,"Adrian, MI",177,16,Financial Services,sd-bullion,sdbullion.com,43256,Tyler Wall,2012-01-01,SD Bullion
Louisiana,LA,Metairie,"New Orleans-Metairie, LA",178,55,Construction,jet-concrete-services,jetconcreteservices.com,71466,Ed Keenan,2012-01-01,JET Concrete Services
Washington,WA,Seattle,Seattle,179,44,Software,bizible,bizible.com,71471,Aaron Bird,2011-01-01,Bizible
Louisiana,LA,Lake Charles,"Lake Charles, LA",180,88,Business Products & Services,landlocked-aviation,landlockedaviation.com,71476,Tyson Grenzebach,2009-01-01,Landlocked Aviation
Arizona,AZ,Scottsdale,Phoenix,181,20,Logistics & Transportation,stream-logistics,streamlogistics.com,71481,Carson Holmquist,2012-01-01,Stream Logistics
Texas,TX,Dallas,Dallas,182,18,Education,preparing-people-barber-styling-college,preparingpeoplebsc.com,71486,Kea Garrett,2011-01-01,Preparing People Barber Styling College
District of Columbia,DC,Washington,"Washington, DC",183,47,Advertising & Marketing,trackmaven,trackmaven.com,71491,Allen Gannett,2012-01-01,TrackMaven
Wisconsin,WI,Madison,"Madison, WI",184,26,Business Products & Services,farwell,gofarwell.com,71496,Jason Potter,2012-01-01,Farwell
Pennsylvania,PA,Philadelphia,Philadelphia,185,23,IT Services,cloudnexa,cloudnexa.com,71501,Joel Davne,2012-01-01,Cloudnexa
California,CA,Glendale,Los Angeles,186,16,Advertising & Marketing,clients-on-demand,clientsondemand.com,71506,Russell Ruffino,2011-01-01,Clients on Demand
California,CA,Foster City,San Francisco,187,70,Software,gridgain-systems,http://gridgain.com,71511,Abe Kleinfeld,2007-01-01,GridGain Systems
