state_l,state_s,city,metro,rank,workers,industry,url,website,id,leadership,founded,company
Texas,TX,Austin,Austin,2603,228,Health,kinnser-software,kinnser.com,17421,Chris Hester,2003-01-01,Kinnser Software
Kansas,KS,Wichita,"Wichita, KS",2604,9584,Food & Beverage,freddys-frozen-custard-steakburgers,freddysusa.com,21761,Randy Simon,2002-01-01,Freddy's Frozen Custard & Steakburgers
District of Columbia,DC,Washington,"Washington, DC",2605,80,Logistics & Transportation,zippy-shell,zippyshell.com,36958,Mark Kuhns,2010-01-01,Zippy Shell
Massachusetts,MA,Lexington,Boston,2606,68,Health,promedical,promedllc.com,25145,Douglas Lucente,1995-01-01,PROMEDICAL
New York,NY,New York City,New York City,2607,20,Consumer Products & Services,full-circle-home,fullcirclehome.com,25400,Tal Chitayat,2009-01-01,Full Circle Home
New Jersey,NJ,Secuacus,New York City,2608,106,Telecommunications,send-word-now,sendwordnow.com,824,Tony Schmitz,2001-01-01,Send Word Now
Florida,FL,Clearwater,Tampa,2609,6,Computer Hardware,govdirect,govdirect.com,37674,Danielle Zoz,2010-01-01,GovDirect
California,CA,Long Beach,Los Angeles,2610,92,Food & Beverage,purium-health-products,mypurium.com,25882,Amy Venner-Hamdi,2000-01-01,Purium Health Products
Texas,TX,Katy,Houston,2611,57,Financial Services,encompass-lending-group,elgloans.com,44094,Paul Marsh,2008-01-01,Encompass Lending Group
Texas,TX,Austin,Austin,2612,28,Software,meetedgar,meetedgar.com,76216,Laura Roeder,2013-01-01,MeetEdgar
California,CA,Berkeley,San Francisco,2613,79,Energy,sun-light-power,http://sunlightandpower.com,2545,Gary Gerber,1976-01-01,Sun Light & Power
North Carolina,NC,Gastonia,Charlotte,2614,26,Consumer Products & Services,mcilveen-family-law-firm,mcilveenfamilylaw.com,43682,Angela Mcilveen,2011-01-01,McIlveen Family Law Firm
Wisconsin,WI,Madison,"Madison, WI",2615,14,Human Resources,concero-search-partners,concerosearch.com,43673,Amy Arenz,2010-01-01,Concero Search Partners
Illinois,IL,Highland Park,Chicago,2616,12,Business Products & Services,discount-credit-card-supply,discountccsupply.com,37586,Adam Kaplan,2007-01-01,Discount Credit Card Supply
South Carolina,SC,Summerville,"Charleston-North Charleston, SC",2617,12,Advertising & Marketing,targetmarket,targetmarket.com,76221,Nick Nydegger,1992-01-01,TargetMarket
Nebraska,NE,Omaha,"Omaha-Council Bluffs, NE-IA",2618,35,Financial Services,cfo-systems,cfosystemsllc.com,25386,Brett Frevert,2005-01-01,CFO Systems
Georgia,GA,Atlanta,Atlanta,2619,110,Human Resources,execusource,execusource.com,36985,Frank Green,1998-01-01,ExecuSource
Colorado,CO,Boulder,"Boulder, CO",2620,169,Consumer Products & Services,minute-key,minutekey.com,25231,Randall Fagundo,2008-01-01,Minute Key
Georgia,GA,Atlanta,Atlanta,2621,111,IT Services,tekstream-solutions,tekstream.com,37330,Robert Jansen,2011-01-01,TekStream Solutions
Florida,FL,Miramar Beach,"Crestview-Fort Walton Beach-Destin, FL",2622,412,Travel & Hospitality,banyan-investment-group,banyan-ig.com,22560,Rakesh Chauhan,2007-01-01,Banyan Investment Group
California,CA,Los Angeles,Los Angeles,2623,229,Software,chrome-river,chromeriver.com,21162,Alan Rich,2007-01-01,Chrome River
New Jersey,NJ,Mount Laurel,Philadelphia,2624,880,Financial Services,anniemac-home-mortgage,annie-mac.com,76226,Joseph Panebianco,2011-01-01,AnnieMac Home Mortgage
California,CA,San Francisco,San Francisco,2625,73,Advertising & Marketing,highwire-public-relations,highwirepr.com,23516,Kathleen Gratehouse,2008-01-01,Highwire Public Relations
North Dakota,ND,Fargo,"Fargo, ND-MN",2626,37,Financial Services,bng-holdings,bngteam.com,37529,Brady Nash,2007-01-01,BNG Holdings
California,CA,San Diego,San Diego,2627,34,Human Resources,coastal-payroll,coastalpayroll.com,37839,Jonathan Gallagher,2007-01-01,Coastal Payroll
California,CA,San Jose,San Jose,2628,100,Construction,platinum-roofing,platinumroofinginc.com,76231,Bill Shevlin,2000-01-01,Platinum Roofing
Tennessee,TN,Memphis,"Memphis, TN-MS-AR",2629,38,Logistics & Transportation,t-star-luxury-ground-transportation,tstarlimos.com,43717,Donell Todd,2008-01-01,T-Star Luxury Ground Transportation
Pennsylvania,PA,Pittsburgh,"Pittsburgh, PA",2630,10,Real Estate,re-360,re360co.com,43748,Joesph Calloway,2009-01-01,RE 360
California,CA,San Diego,San Diego,2631,50,Real Estate,whissel-realty,whisselrealty.com,76236,Kyle Whissel,2006-01-01,Whissel Realty
District of Columbia,DC,Washington,"Washington, DC",2632,11,Consumer Products & Services,united-fray,http://dcfray.com,44062,Robert Kinsler,2010-01-01,United Fray
Ohio,OH,Mason,Cincinnati,2633,77,Business Products & Services,vernovis,vernovis.com,43625,Jason Skidmore,2009-01-01,Vernovis
Texas,TX,Richardson,Dallas,2634,300,Software,impiger-technologies,impigertech.com,44084,Jude Ramayya,2004-01-01,Impiger Technologies
Pennsylvania,PA,Malvern,Philadelphia,2635,95,Health,fluidedge-consulting,fluidedgeconsulting.com,21238,R. Shawn Archambault,2007-01-01,FluidEdge Consulting
New York,NY,New York City,New York City,2636,60,Health,equipsystems,equipsystems.com,20237,Carl Runge,2004-01-01,EquipSystems
Illinois,IL,Chicago,Chicago,2637,241,Business Products & Services,lyons-consulting-group,lyonscg.com,3308,Rich Lyons,2003-01-01,Lyons Consulting Group
Texas,TX,New Braunfels,Austin,2638,41,IT Services,tucker-rose-associates,tuckerrose.com,25370,Jimmy Tucker,2008-01-01,Tucker-Rose Associates
Texas,TX,Irving,Dallas,2639,20,Health,adaptive-medical-partners,amp-health.com,44153,Scott Edwards,2010-01-01,Adaptive Medical Partners
Arizona,AZ,Phoenix,Phoenix,2640,308,Software,webpt,webpt.com,23053,Nancy Ham,2008-01-01,WebPT
Georgia,GA,Cumming,Atlanta,2641,43,Advertising & Marketing,client-command,clientcommand.com,24434,Jonathan Lucenay,1999-01-01,Client Command
Maryland,MD,Laytonsville,"Washington, DC",2642,700,Business Products & Services,transparent-bpo,transparentbpo.com,25586,Scott Newman,2009-01-01,Transparent BPO
New Jersey,NJ,Woodbury,Philadelphia,2643,21,Human Resources,bear-staffing-services,bearstaff.com,24182,Sherri Johnson,2005-01-01,Bear Staffing Services
Colorado,CO,Boulder,"Boulder, CO",2644,11,Advertising & Marketing,rezora,rezora.com,76241,Paul Reinarz,2009-01-01,rezora
North Carolina,NC,Charlotte,Charlotte,2645,100,IT Services,bbg-management,bbgmanagement.com,76246,John Gabriel,2008-01-01,BBG Management
Indiana,IN,Sellersburg,"Louisville/Jefferson County, KY-IN",2646,2,Advertising & Marketing,day-online-solutions,dayonlinesolutions.com,21106,Andrew Day,2007-01-01,Day Online Solutions
Florida,FL,Tampa,Tampa,2647,17,IT Services,site-tech-services,sitetechservices.com,76251,Mark Digregorio,2013-01-01,Site Tech Services
Kentucky,KY,Louisville,"Louisville/Jefferson County, KY-IN",2648,90,Construction,excel-services,excelservices.biz,43914,Brian Waltrip,2006-01-01,Excel Services
New York,NY,Watertown,"Watertown-Fort Drum, NY",2649,16,Real Estate,washington-street-properties,washingtonstreetproperties.com,26512,Brian Murray,2007-01-01,Washington Street Properties
Georgia,GA,Peachtree City,Atlanta,2650,76,Construction,tiernan-patrylo,tpdesignbuild.com,76256,John Tiernan,1984-01-01,Tiernan & Patrylo
Oregon,OR,Bend,"Bend-Redmond, OR",2651,36,IT Services,zuri-group,zurigroup.com,24927,John Murphy,2007-01-01,Zuri Group
Texas,TX,Austin,Austin,2652,103,Health,sixpack-shortcuts,company.sixpackshortcuts.com,76261,Dan Rose,2010-01-01,Sixpack Shortcuts
Texas,TX,Austin,Austin,2653,10,Real Estate,the-heyl-group-at-keller-williams,heylrealestate.com,37359,Tim Heyl,2009-01-01,The Heyl Group at Keller Williams
Arizona,AZ,Scottsdale,Phoenix,2654,17,Health,skysis,skysisllc.com,37000,Dan Twibell,2011-01-01,Skysis
California,CA,Fountain Valley,Los Angeles,2655,30,Consumer Products & Services,pedego-electric-bikes,pedegoelectricbikes.com,26084,Donald Dicostanzo,2008-01-01,Pedego Electric Bikes
Maryland,MD,Annapolis,Baltimore,2656,51,IT Services,synaptic-advisory-partners,synapticap.com,43806,Thomas Boosinger,2008-01-01,Synaptic Advisory Partners
Illinois,IL,Addison,Chicago,2657,297,Food & Beverage,parts-town,partstown.com,1350,Steve Snower,1987-01-01,Parts Town
Virginia,VA,Herndon,"Washington, DC",2658,150,Human Resources,rocs-staffing,rocsjobs.com,21304,Brandon Labman,2003-01-01,ROCS Staffing
Massachusetts,MA,North Attleborough,"Providence-Warwick, RI-MA",2659,337,Business Products & Services,case-snow-management,casesnow.com,26113,Jason Case,2009-01-01,Case Snow Management
Minnesota,MN,Saint Paul,Minneapolis,2660,32,Insurance,direct-benefits,directbenefits.com,76266,Tom Mayer,2001-01-01,Direct Benefits
Kentucky,KY,Louisville,"Louisville/Jefferson County, KY-IN",2661,21,Engineering,cornerstone-engineering,cei-engineering.com,76271,Chella Subram,2003-01-01,Cornerstone Engineering
Illinois,IL,Peoria,"Peoria, IL",2662,23,Software,onefire,onefire.com,76276,Jason Parkinson,2012-01-01,ONEFIRE
Illinois,IL,Northbrook,Chicago,2663,276,Insurance,endurance,endurancewarranty.com,37922,Paul Chernawsky,2006-01-01,Endurance
California,CA,Torrance,Los Angeles,2664,19,Health,ascelmed-usa,enovachem.us.com,43186,Robert Nickell,2009-01-01,Ascelmed USA
Massachusetts,MA,Burlington,Boston,2665,1246,Health,the-northbridge-companies,nextgenerationseniors.com,76281,James Coughlin,2004-01-01,The Northbridge Companies
Utah,UT,Salt Lake City,Salt Lake City,2666,22,Insurance,poulton-associates,poulton.com,43987,Craig Poulton,1990-01-01,Poulton Associates
South Carolina,SC,Taylors,"Greenville-Anderson-Mauldin, SC",2667,30,IT Services,intellectual-capitol,icapsolutions.net,37145,Traci Newkirk,2003-01-01,Intellectual Capitol
Virginia,VA,Herndon,"Washington, DC",2668,96,IT Services,sriven-technologies,sriventech.com,25429,Prathima Guntupalli,2009-01-01,SRIVEN TECHNOLOGIES
Minnesota,MN,Bloomington,Minneapolis,2669,20,Retail,mainstream-boutique,mainstreamboutique.com,23999,Corey Denicola,2001-01-01,Mainstream Boutique
Oregon,OR,Portland,"Portland, OR",2670,34,Advertising & Marketing,bonfire-marketing-company,thinkbonfire.com,43511,Ryan Lewis,2008-01-01,Bonfire Marketing Company
Rhode Island,RI,Warwick,"Providence-Warwick, RI-MA",2671,35,Advertising & Marketing,tribalvision,tribalvision.com,37175,Chris Ciunci,2010-01-01,TribalVision
Arizona,AZ,Chandler,Phoenix,2672,32,Construction,flowing-wells-landscape-pools,flowingwellslandscape.com,76286,Jason Skrnich,1996-01-01,Flowing Wells Landscape & Pools
Indiana,IN,Fishers,"Indianapolis, IN",2673,6,Insurance,administrative-strategies,adminstrat.com,76291,Linda Sullivan,2010-01-01,Administrative Strategies
Florida,FL,Jacksonville Beach,"Jacksonville, FL",2674,127,Construction,jax-refrigeration,jaxrefrigeration.con,76296,Mark Lowery,2010-01-01,JAX Refrigeration
Georgia,GA,Atlanta,Atlanta,2675,4399,Business Products & Services,dti,dtiglobal.com,3852,"John Davenport, Jr.",1998-01-01,DTI
Pennsylvania,PA,Audubon,Philadelphia,2676,63,Human Resources,ors-partners,orspartners.com,43316,Terry Williams,2012-01-01,ORS Partners
Georgia,GA,Atlanta,Atlanta,2677,55,Environmental Services,swift-straw-ii,swiftstraw.com,36919,Matt Lowe,2011-01-01,Swift Straw II
California,CA,Westlake Village,Los Angeles,2678,60,Consumer Products & Services,blue-microphones,bluemic.com,18041,John Maier,1995-01-01,Blue Microphones
New York,NY,New York City,New York City,2679,9,Consumer Products & Services,computer-overhauls,computeroverhauls.com,76301,Adam Sanderson,2006-01-01,Computer Overhauls
Arizona,AZ,Phoenix,Phoenix,2680,510,Health,avella-specialty-pharmacy,avella.com,2701,Rebecca Shanahan,1996-01-01,Avella Specialty Pharmacy
Florida,FL,Miami,Miami,2681,80,Telecommunications,gdi-technology,gditechnology.com,24833,Jorge Rodriguez,1999-01-01,GDI Technology
Texas,TX,Sugar Land,Houston,2682,20,Business Products & Services,hyperion-global-partners,hyperiongp.com,37850,Eyal Iffergan,2009-01-01,Hyperion Global Partners
New York,NY,New York City,New York City,2683,140,Health,spear-physical-therapy,spearcenter.com,18592,Dan Rootenberg,1999-01-01,SPEAR Physical Therapy
Georgia,GA,Atlanta,Atlanta,2684,245,Health,ingenious-med,http://ingeniousmed.com,21685,Joe Marabito,1999-01-01,Ingenious Med
Texas,TX,Houston,Houston,2685,35,Software,poetic-systems,poeticsystems.com,43759,Matthew Hager,2007-01-01,Poetic Systems
Washington,WA,Seattle,Seattle,2686,203,Health,bridge-partners,http://bridgepartnersconsulting.com,21531,Richard Albrecht,2007-01-01,Bridge Partners
California,CA,Folsom,"Sacramento, CA",2687,18,IT Services,sabot-consulting,sabotconsult.com,17961,Christopher Eaves,2000-01-01,Sabot Consulting
South Carolina,SC,Charleston,"Charleston-North Charleston, SC",2688,53,Media,advantage-media-group,advantagefamily.com,22107,Adam Witty,2005-01-01,Advantage Media Group
Florida,FL,Tampa,Tampa,2689,931,Government Services,cwu,cwuinc.us,23032,Charles Jenkins,2004-01-01,CWU
Florida,FL,Deerfield Beach,Miami,2690,744,Health,butterfly-effects,butterflyeffects.com,19546,Jill Jacobson,2005-01-01,Butterfly Effects
Maryland,MD,Bethesda,"Washington, DC",2691,60,IT Services,quadrint,http://quadrint.com,8241,"Glenn Merberg,  Patrick Acheson",2000-01-01,Quadrint
Ohio,OH,Lorain,Cleveland,2692,197,Real Estate,the-american-eagle-mortgage-co,aemc.cc,22174,John Schrenkel,2000-01-01,The American Eagle Mortgage Co.
Ohio,OH,Cleveland,Cleveland,2693,17,Manufacturing,cleanlife-led,cleanlifeenergy.com,76306,Justin Miller,2011-01-01,CleanLife LED
Maryland,MD,Rockville,"Washington, DC",2694,209,Government Services,tista-science-and-technology,tistatech.com,19500,Ahmed Ali,2005-01-01,TISTA Science and Technology
South Carolina,SC,Charleston,"Charleston-North Charleston, SC",2695,200,Telecommunications,call-experts,callexperts.com,4059,Abby Leibowitz Pearson,1982-01-01,Call Experts
Texas,TX,Columbus,,2696,47,Business Products & Services,frank-surveying-co,fscinc.net,37024,Valorie Loessin,1970-01-01,Frank Surveying Co
Virginia,VA,Alexandria,"Washington, DC",2697,260,Human Resources,metro-systems,metrosystemsinc.com,37934,Dave Steinbraker,2005-01-01,Metro Systems
California,CA,El Segundo,Los Angeles,2698,282,Advertising & Marketing,wpromote,wpromote.com,1990,Michael Mothner,2001-01-01,Wpromote
Illinois,IL,Evanston,Chicago,2699,91,Advertising & Marketing,l2tmedia,l2tmedia.com,21478,Elizabeth Prior,1997-01-01,L2TMedia
Texas,TX,Dallas,Dallas,2700,130,Business Products & Services,thmed,thmedstaffing.com,44082,John Martin,2009-01-01,THMED
Virginia,VA,Sterling,"Washington, DC",2701,21,Telecommunications,wfn-strategies,wfnstrategies.com,2440,Wayne Nielsen,2001-01-01,WFN Strategies
New Jersey,NJ,Barnegat,New York City,2702,400,Retail,the-wireless-experience,thewirelessexperience.com,44257,Brian Wainwright,1997-01-01,The Wireless Experience
Texas,TX,Addison,Dallas,2703,31,Engineering,aerospace-quality-research-and-development,aerospaceqrd.com,76311,Suresh Narayanan,2002-01-01,Aerospace Quality Research and Development
Nebraska,NE,Lincoln,"Lincoln, NE",2704,25,Business Products & Services,vivayic,vivayic.com,44118,Seth Derner,2006-01-01,Vivayic
Texas,TX,Plano,Dallas,2705,517,Real Estate,capital-title-of-texas,ctot.com,24557,William Shaddock,1987-01-01,Capital Title of Texas
Florida,FL,Fort Myers,"Cape Coral-Fort Myers, FL",2706,37,,entech-computer-services,entechus.com,76316,Martin Haas,1998-01-01,Entech Computer Services
California,CA,San Diego,San Diego,2707,13,Business Products & Services,innovative-commercial-environments,icesd.com,25839,Delinda Forsythe,2006-01-01,Innovative Commercial Environments
Florida,FL,Davie,Miami,2708,327,Financial Services,bankers-healthcare-group,bankershealthcaregroup.com,1841,Al Crawford,2001-01-01,Bankers Healthcare Group
Pennsylvania,PA,Plymouth Meeting,Philadelphia,2709,32,Advertising & Marketing,strata-company,gostrata.com,76321,Jeff Sammak,1993-01-01,Strata Company
Texas,TX,Houston,Houston,2710,294,Environmental Services,resource-environmental-solutions,res.us,21969,Elliott Bouillion,2007-01-01,Resource Environmental Solutions
Virginia,VA,Glen Allen,"Richmond, VA",2711,30,IT Services,solvaria,solvaria.com,76326,Greg Samuels,1997-01-01,SOLVARIA
California,CA,santa ana,Los Angeles,2712,20,Human Resources,optimum-employer-solutions,optimumhr.net,19420,Kevin Gramian,2007-01-01,optimum employer solutions
Pennsylvania,PA,Bethlehem,"Allentown-Bethlehem-Easton, PA-NJ",2713,18,Advertising & Marketing,smartacre,getsmartacre.com,76331,Michael Carroll,2008-01-01,SmartAcre
Colorado,CO,Boulder,"Boulder, CO",2714,62,Financial Services,tax-guard,tax-guard.com,26057,Hansen Rada,2009-01-01,Tax Guard
Missouri,MO,St. Louis,"St. Louis, MO-IL",2715,512,Construction,arco-construction-company,arcoconstruction.com,6802,Jeff Cook,1992-01-01,ARCO Construction Company
Ohio,OH,Cleveland,Cleveland,2716,176,Logistics & Transportation,compass-self-storage,compassselfstorage.com,43755,Todd Amsdell,2007-01-01,Compass Self STorage
Texas,TX,Houston,Houston,2717,64,Insurance,professional-enrollment-concepts,pecworksite.com,76336,Kenny Baker,2008-01-01,Professional Enrollment Concepts
Oregon,OR,Portland,"Portland, OR",2718,58,Advertising & Marketing,eroi,eroi.com,1864,Ryan Buchanan,2002-01-01,eROI
Minnesota,MN,St Paul,Minneapolis,2719,54,Education,reeher,reeher.com,37769,Andy Reeher,2002-01-01,Reeher
Texas,TX,Mansfield,Dallas,2720,217,Construction,venus-construction-company,venusconstruction.com,25552,Josh Mcada,1967-01-01,VENUS CONSTRUCTION COMPANY
Ohio,OH,Fairlawn,Cleveland,2721,83,Business Products & Services,risk-international-services,riskinternational.com,43463,Todd Miller,1986-01-01,Risk International Services
Minnesota,MN,Minneapolis,Minneapolis,2722,8,Retail,36-lyn-refuel-station,36lyn.com,38211,Lonnie Mcquirter,2005-01-01,36 lyn refuel station
California,CA,Oakland,San Francisco,2723,2369,IT Services,softvision,http://softvision.com,22867,Andres Angelani,1994-01-01,Softvision
Illinois,IL,Chicago,Chicago,2724,21,Real Estate,paramount-lodging-advisors,paramountlodging.com,25869,Daniel Beider,2007-01-01,Paramount Lodging Advisors
Massachusetts,MA,Boston,Boston,2725,32,Advertising & Marketing,small-army,smallarmy.net,44212,Jeff Freedman,2002-01-01,Small Army
Virginia,VA,McLean,"Washington, DC",2726,49,IT Services,leading-path-consulting,theleadingpath.com,37744,Khai Chau,2010-01-01,Leading Path Consulting
Oregon,OR,Grants Pass,"Grants Pass, OR",2727,9,Software,rentec-direct,rentecdirect.com,69846,Nathan Miller,2013-01-01,Rentec Direct
New York,NY,New York City,New York City,2728,128,Financial Services,fora-financial,forafinancial.com,26188,Jared Feldman,2008-01-01,Fora Financial
Virginia,VA,Falls Church,"Washington, DC",2729,62,Government Services,chartis-federal,chartisfed.com,26561,Nick Mccarter,2008-01-01,Chartis Federal
Colorado,CO,Denver,Denver,2730,18,Travel & Hospitality,suitehop,suitehop.com,44310,Todd Lindenbaum,2008-01-01,SuiteHop
Georgia,GA,Newnan,Atlanta,2731,135,Government Services,advanced-technology-logistics,atlinc-ga.com,76341,Levi Robinson,2009-01-01,Advanced Technology Logistics
Virginia,VA,Herndon,"Washington, DC",2732,120,IT Services,avertra,avertra.com,43239,Bashir Bseirani,2007-01-01,Avertra
North Dakota,ND,Fargo,"Fargo, ND-MN",2733,695,Health,discovery-benefits,discoverybenefits.com,24120,John Biwer,1987-01-01,Discovery Benefits
Missouri,MO,Chesterfield,"St. Louis, MO-IL",2734,205,Financial Services,cornerstone-mortgage,cornerstonemortgage.com,19849,Angi Stevenson,1996-01-01,Cornerstone Mortgage
New York,NY,Latham,"Albany-Schenectady-Troy, NY",2735,92,IT Services,deep-blue-communications,deepbluecommunications.com,21583,Brian Epstein,2004-01-01,Deep Blue Communications
Texas,TX,Austin,Austin,2736,93,Security,nss-labs,nsslabs.com,76346,Vikram Phatak,2007-01-01,NSS Labs
California,CA,Meadow Vista,"Sacramento, CA",2737,3,Business Products & Services,natix,natix.com,76351,Jody Timmons,2012-01-01,Natix
Massachusetts,MA,Wakefield,Boston,2738,70,Health,biopoint,biopointinc.com,36670,Edwin Matos,2011-01-01,BioPoint
New York,NY,New York City,New York City,2739,20,Health,americord-registry,americordblood.com,36845,Martin Smithmyer,2008-01-01,Americord Registry
California,CA,Temecula,"Riverside-San Bernardino-Ontario, CA",2740,140,Health,prosites,prosites.com,17953,Dave Rutan,2003-01-01,ProSites
Vermont,VT,Winooski,"Burlington-South Burlington, VT",2741,474,Health,marathon-health,marathon-health.com,37256,Jerry Ford,2005-01-01,Marathon Health
South Carolina,SC,North Charleston,"Charleston-North Charleston, SC",2742,3,Construction,davis-supply-of-charleston,davis-supply.com,76356,J. Davis Weed,2012-01-01,Davis Supply of Charleston
Florida,FL,Fort Myers,"Cape Coral-Fort Myers, FL",2743,80,Insurance,first-family-insurance,firstfamilyinsurance.com,24940,Jason Marra,2008-01-01,First Family Insurance
Maryland,MD,Jessup,Baltimore,2744,107,Government Services,clearedge-it-solutions,clearedgeit.com,23993,Christy Puglisi,2002-01-01,ClearEdge IT Solutions
Michigan,MI,Byron Center,"Grand Rapids-Wyoming, MI",2745,71,Manufacturing,pro-vision,provisionusa.com,20406,Steve Peacock,2003-01-01,PRO-VISION
Texas,TX,Plano,Dallas,2746,100,Health,pharmaceutical-strategies-group,psgconsults.com,76361,Dave Borden,1996-01-01,Pharmaceutical Strategies Group
California,CA,Brea,Los Angeles,2747,1390,Financial Services,american-financial-network,afncorp.com,37325,Jack Sherman,2001-01-01,American Financial Network
California,CA,Camarillo,"Oxnard-Thousand Oaks-Ventura, CA",2748,222,Business Products & Services,alert-communications,http://alertcommunications.com,76366,Richard Starr,1965-01-01,Alert Communications
Maine,ME,York,"Portland-South Portland, ME",2749,48,Food & Beverage,maine-coast,mainecoastcompany.com,76371,Tom Adams,2011-01-01,Maine Coast
Texas,TX,Grand Prairie,Dallas,2750,97,Software,point-of-rental-software,pointofrental.com,44344,Wayne Harris,1982-01-01,Point of Rental Software
Washington,WA,Camas,"Portland, OR",2751,85,Health,fuel-medical-group,fuelmedical.com,25829,Shawn Parker,2010-01-01,Fuel Medical Group
New Hampshire,NH,Monroe,"Claremont-Lebanon, NH-VT",2752,153,Food & Beverage,pete-and-gerrys-organics,peteandgerrys.com,76376,Jesse Laflamme,2002-01-01,Pete and Gerry's Organics
Ohio,OH,West Chester,Cincinnati,2753,46,Logistics & Transportation,kingsgate-transportation-services,kingsgatetrans.com,24291,Jeff Beckham,1986-01-01,Kingsgate Transportation Services
California,CA,Oxnard,"Oxnard-Thousand Oaks-Ventura, CA",2754,119,Government Services,quality-innovative-solutions,qi-solutions.com,20061,Bobby Mullins,2004-01-01,Quality Innovative Solutions
Colorado,CO,Denver,Denver,2755,20,IT Services,thought-ensemble,thoughtensemble.com,37928,James Smelley,2008-01-01,Thought Ensemble
Washington,WA,Bellingham,"Bellingham, WA",2756,16,Real Estate,brivity,brivity.com,43510,Ben Kinney,2012-01-01,Brivity
Kentucky,KY,LaGrange,"Louisville/Jefferson County, KY-IN",2757,10,Business Products & Services,vac2go,vac2go.com,76381,Todd Tallon,2012-01-01,Vac2Go
Michigan,MI,Grand Rapids,"Grand Rapids-Wyoming, MI",2758,28,Financial Services,blackford-capital,blackfordcapital.com,43719,Martin Stein,2000-01-01,Blackford Capital
Connecticut,CT,Branford,"New Haven-Milford, CT",2759,29,Logistics & Transportation,periship,periship.com,25546,Luciano Morra,2001-01-01,PeriShip
Wisconsin,WI,Brookfield,"Milwaukee-Waukesha-West Allis, WI",2760,551,Human Resources,patina-solutions-group,patinasolutions.com,23086,Mike Harris,2009-01-01,Patina Solutions Group
South Carolina,SC,Mauldin,"Greenville-Anderson-Mauldin, SC",2761,727,Health,ob-hospitalist-group,obhg.com,23561,Lenny Castiglione,2006-01-01,Ob Hospitalist Group
Texas,TX,Houston,Houston,2762,36,Consumer Products & Services,wet-sounds,wetsounds.com,37591,Timothy White,2005-01-01,Wet Sounds
Ohio,OH,Novelty,Cleveland,2763,31,Construction,exscape-designs,exscapedesigns.com,76386,Bill Dysert,2004-01-01,Exscape Designs
Michigan,MI,Troy,Detroit,2764,349,IT Services,optech,http://optechus.com,2173,Ronia Kruse,1999-01-01,OpTech
Ohio,OH,Hudson,"Akron, OH",2765,316,Construction,leaffilter-north,leaffilter.com,21499,Matt Kaulig,2005-01-01,LeafFilter North
New York,NY,Brooklyn,New York City,2766,35,Consumer Products & Services,stomping-ground-photography,stompinggroundphoto.com,76391,Kelsey Kleiman,2009-01-01,Stomping Ground Photography
Maryland,MD,Fulton,Baltimore,2767,248,Construction,window-nation,windownation.com,25213,Harley Magden,2006-01-01,Window Nation
California,CA,Chino Hills,Los Angeles,2768,20,Business Products & Services,vectornate-usa,vectornate.com,76396,Sean Yeom,2009-01-01,Vectornate USA
Pennsylvania,PA,Olyphant,"Scranton--Wilkes-Barre--Hazleton, PA",2769,14,Computer Hardware,swg,swginc.net,26196,Gregory Kopa,2012-01-01,SWG
Georgia,GA,Atlanta,Atlanta,2770,70,IT Services,candid-partners,candidpartners.com,37420,Merrick Olives,2013-01-01,Candid Partners
Texas,TX,Dallas,Dallas,2771,39,Business Products & Services,guardian-services,guardiandallas.com,76401,Brett Muller,1945-01-01,Guardian Services
California,CA,Los Angeles,Los Angeles,2772,45,Retail,hairroin-salon,hairroinsalon.com,76406,Janine Jarman,2005-01-01,Hairroin Salon
Idaho,ID,Nampa,"Boise City, ID",2773,10,Health,assisting-hands-home-care,assistinghands.com,76411,Lane Kofoed,2006-01-01,Assisting Hands Home Care
Louisiana,LA,Harahan,"New Orleans-Metairie, LA",2774,35,Health,magnolia-physical-therapy,magnoliatherapyla.com,38171,Ron Helwig,2005-01-01,Magnolia Physical therapy
California,CA,Los Angeles,Los Angeles,2775,1000,Media,dirty-robber,dirtyrobber.com,43834,Chris Uettwiller,2009-01-01,Dirty Robber
Maryland,MD,Stevensville,Baltimore,2776,23,Manufacturing,powertrain-products,powertrainproducts.net,38267,Eddie Symonds,2007-01-01,Powertrain Products
Virginia,VA,Arlington,"Washington, DC",2777,136,Business Products & Services,fors-marsh-group,forsmarshgroup.com,23912,Sean Marsh,2002-01-01,Fors Marsh Group
Arizona,AZ,Phoenix,Phoenix,2778,21,Advertising & Marketing,classiccarscom,classiccars.com,37909,Roger Falcione,2007-01-01,ClassicCars.com
Arizona,AZ,Gilbert,Phoenix,2779,820,Government Services,ab-staffing-solutions,abstaffing.com,22165,Stanley Rashkin,2002-01-01,AB Staffing Solutions
California,CA,Escondido,San Diego,2780,65,Computer Hardware,one-stop-systems,onestopsystems.com,3378,Steve Cooper,1998-01-01,One Stop Systems
Ohio,OH,Cincinnati,Cincinnati,2781,41,Construction,sizemore-company,sizemoreco.com,43791,Gregory Sizemore,1996-01-01,Sizemore & Company
Arizona,AZ,Scottsdale,Phoenix,2782,40,Insurance,benefit-commerce-group,benefitcommerce.com,37297,Scott Wood,2009-01-01,Benefit Commerce Group
Michigan,MI,Farmington Hills,Detroit,2783,100,IT Services,saturn-tech,saanvi.us,23592,Yashasvi Shankar,2006-01-01,Saturn Tech
Florida,FL,Fort Lauderdale,Miami,2784,14,Advertising & Marketing,mrl-promotions,mrlpromotions.com,44328,Michael Levitt,2003-01-01,MRL Promotions
